,name,url,address,city,"min_price, RUB","distance, km",service,rating,good_review,bad_review
54,Гостиный Двор,https://ostrovok.ru/hotel/russia/baykal/mid10016584/gostinyij_dvor_9/?guests=1&page=3&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Россия, Иркутская область, Ольхонский район, посёлок Хужир, Северная улица, 5, Ольхон",Ольхон,"
4330 ",,Трансфер; Парковка; Подходит для детей; Для гостей с ограниченными возможностями; Спа-услуги; ,6.0,,
55,Хостел 03 Rus,https://ostrovok.ru/hotel/russia/baykal/mid8848541/03rus_hostel/?guests=1&page=3&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Ленинградский проспект, д.8, Северобайкальск",Северобайкальск,"
1477 ",274.0,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Кухня; ,,"Очень понравилось расположение и интерьер.Есть все необходимое в номере люкс.Так же для бюджетных номеров предусмотрено пользование кухней,стиральной машиной,душем.; Очень понравилось расположение и интерьер.Есть все необходимое в номере люкс.Так же для бюджетных номеров предусмотрено пользование кухней,стиральной машиной,душем.; Удобное расположение в самом центре города,удобные спальные места,вежливый персонал .; ",
56,Baikal-babr,https://ostrovok.ru/hotel/russia/baykal/mid10008713/baikalbabr/?guests=1&page=3&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Россия Ольхонский район Иркутская область, Ольхон",Ольхон,"
6300 ",,Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,"Отель удален от центрального поселка, находится в тихом уединенном месте, что для нас было несомненным плюсом. Завтраки замечательные, по меню тоже готовят вкусно. Общее впечатление - выше всяких похвал; На любой машине можно добраться, до Хужира + 15 км. Получаете уединение и возможность прогуляться до пляжа и красивейших мысов. Для ленивых можно подъехать на машине. Завтрак был хорош))) На выбор итальянский, русский и английский. Порции были внушительные) Очень вкусно! Можно заказать обед или ужин по меню, тоже достойно. Есть отличная просторная кухня для самостоятельного приготовления пищи со всем необходимым. Плюс на улице есть мангальная зо; ",
57,Мини-Отель Космос,https://ostrovok.ru/hotel/russia/baykal/mid7940676/hotel_kosmos/?guests=1&page=3&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"микрорайон Гагарина, д.2, Байкальск",Байкальск,"
3353 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,7.0,завтраки; завтраки; ,расположение; расположение; 
58,Шале Листвянка,https://ostrovok.ru/hotel/russia/baykal/mid7776606/listvyanka_chalet/?guests=1&page=3&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Улица Гудина 75, Листвянка",Листвянка,"
3600 ",,Бесплатный интернет; Парковка; Разрешено с домашними животными; ,,"Брали только завтраки. Просто, по домашнему, очень вкусно. Хорошие крепкие деревянные кровати. Комфортный по жесткости матрас. Чистое белье, полотенца. В номере шампунь, жидкое мыло, туалет.бумага В целом чистый номер. Встретила администратор. Вещи отнесли в номер.; ",
59,База отдыха У Михалыча,https://ostrovok.ru/hotel/russia/baykal/mid9287912/u_mihalyicha_guest_house_2/?guests=1&page=3&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Кирова, д.124, Большое Голоустное",Большое Голоустное,"
3477 ",227.0,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,6.0,Расположение отеля; ,"В номере очень холодно. По паролю, который сообщили, подключиться не удалось.; "
60,Гостевой Дом Горхон,https://ostrovok.ru/hotel/russia/baykal/mid8748580/gorhon_guest_house/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Октябрьская, д.88, Горячинск",Горячинск,"
13 319 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Для гостей с ограниченными возможностями; ,9.0,"Нам понравилось все!!! Даже не ожидали, что это такой прекрасный отель. И люди, там работающие, тоже.; Нам понравилось все!!! Даже не ожидали, что это такой прекрасный отель. И люди, там работающие, тоже.; ",Все было на пять с пятью плюсами; Все было на пять с пятью плюсами; 
61,Гостевой дом Holiday park on Olkhon,https://ostrovok.ru/hotel/russia/baykal/mid10014649/gostevoy_dom_holiday_park_on_olkhon/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Хужир ул. Лесная 11/ 2, Ольхон",Ольхон,"
4329 ",,Трансфер; Парковка; Подходит для детей; Спа-услуги; ,,"Постоянно отдыхаем на острове, в первые попался такой новый и комфортный номер. Привлекательный вид домиков, у каждого номера собственный столик и со стульями на небольшой террасе. Номер чистый, имеется все необходимое, фен, душ, туалет и даже мини холодильник. Хочу отметить, что на кровати удобные матрасы. Большое место для парковки автомобилей, в 10 минутах от центра. Приятная и лучезарная администратор. Спасибо , приедем ещё. Чистая терри; ",
62,Мечта Байкала,https://ostrovok.ru/hotel/russia/baykal/mid6374723/dream_of_baikal_hotel/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"ул. Горького, д. 103-105, Листвянка",Листвянка,"
4142 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,"отзывчивый персонал на рецептионе, помогли мне с распечаткой он-лайн билета (неожиданное требование аэропорта Иркутска); ",уборщица номера даже не протерла снеговые следы от обуви; 
63,Апартаменты в Листвянке,https://ostrovok.ru/hotel/russia/baykal/mid9997830/v_listvyanke_apartments/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Академическая, д. 15, Листвянка",Листвянка,"
4979 ",,Бесплатный интернет; Подходит для детей; Кухня; ,,,
64,База отдыха Байкальская Радуга,https://ostrovok.ru/hotel/russia/baykal/mid6341048/recreation_centre_baikal_rainbow/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Mestnost Kamyshi-2, Куркут",Куркут,"
4559 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,10.0,,
65,Арабеска XXI,https://ostrovok.ru/hotel/russia/baykal/mid8568842/arabeska_hotel/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"664011 Иркутская область, Иркутский район, п. Листвянка ул. Академическая д.15, Листвянка, Листвянка",Листвянка,"
2094 ",268.0,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,8.0,,
66,Baikal Cedar,https://ostrovok.ru/hotel/russia/baykal/mid8850615/baikal_cedar_baikal_kedr/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"пер. Шторкмана, дом 2, Листвянка, Листвянка",Листвянка,"
5465 ",,Бесплатный интернет; Парковка; Подходит для детей; Бар или ресторан; Для гостей с ограниченными возможностями; ,,"Отель прямо рядом с рынком Листвянки! Персонал был очень вежливый,внимательный и заботливый. Отдельное спасибо Алене за заботу!!!; Отзывчивые работники рецепшен.; ",
67,Гостевой Дом Усадьба Никиты Бенчарова на острове Ольхон,https://ostrovok.ru/hotel/russia/baykal/mid9999160/usadba_nikityi_bencharova_na_ostrove_olhon/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"ул. Кирпичная, 8, Ольхон",Ольхон,"
3943 ",,Бесплатный интернет; Трансфер; Парковка; Конференц-зал; Спа-услуги; ,,,
68,Гостевой дом Ёлочка,https://ostrovok.ru/hotel/russia/baykal/mid9992200/yolochka/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Чапаева, д.8, Листвянка",Листвянка,"
4000 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Спа-услуги; ,,,
69,Отель Алания,https://ostrovok.ru/hotel/russia/baykal/mid10010773/hotel_alaniya_2/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Суворова 5А, Листвянка",Листвянка,"
3000 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,,"Грязно, все в пыли, на полу семечки, грязь. Ужас; Грязно, все в пыли, на полу семечки, грязь. Ужас; "
70,База Отдыха Алтан,https://ostrovok.ru/hotel/russia/baykal/mid7613629/recreation_complex_altan/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"11 км д. Сарма, Ольхонский район, Ольхон",Ольхон,"
4800 ",,Трансфер; Парковка; Подходит для детей; Бассейн; Бар или ресторан; ,,,
71,База отдыха Bagulnik,https://ostrovok.ru/hotel/russia/baykal/mid9999298/bagulnik_hotel/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"переулок Олимпийский, д. 1, Ольхон",Ольхон,"
2800 ",,Парковка; Спа-услуги; Кухня; ,,,
72,Гостевой дом Байкальска тайга,https://ostrovok.ru/hotel/russia/baykal/mid10012411/gostevoj_dom_bajkalska_tajga/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Чапаева 81 Б, Листвянка",Листвянка,"
4200 ",,Бесплатный интернет; Парковка; Подходит для детей; Разрешено с домашними животными; Кухня; ,,,
73,Hotel Priboy,https://ostrovok.ru/hotel/russia/baykal/mid6615951/hotel_priboy/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Ulitsa Gorkogo 101, 664520 Listvyanka, Russia, Листвянка",Листвянка,"
5029 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,7.0,,
74,Натали,https://ostrovok.ru/hotel/russia/baykal/mid8611833/otel_natali/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"ул. Чапаева,91, Листвянка",Листвянка,"
2981 ",,Бесплатный интернет; Парковка; Бар или ресторан; Спа-услуги; ,,"Извените,но нам не удалось посетить отель Натали,так как наше бронирование отеля поменяли на отель Байкал.Не могу сказать по какой причине,но мы свой отдых провели отлично.Очень хотелось провести его в отеле Натали,так как отель Байкал мы уже посещали.Спасибо,что не отказали в бронирование вообще.; Извените,но нам не удалось посетить отель Натали,так как наше бронирование отеля поменяли на отель Байкал.Не могу сказать по какой причине,но мы свой отдых провели отлично.Очень хотелось провести его в отеле Натали,так как отель Байкал мы уже посещали.Спасибо,что не отказали в бронирование вообще.; ",
75,Гостевой дом Народный,https://ostrovok.ru/hotel/russia/baykal/mid10041058/gostevoy_dom_narodny/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Иркутсткая область, о. Ольхон, ул.Народная д. 27, Ольхон",Ольхон,"
5195 ",,Бесплатный интернет; Трансфер; Парковка; Бассейн; Разрешено с домашними животными; ,,,
76,Гостевой дом Эндемик,https://ostrovok.ru/hotel/russia/baykal/mid10012407/gostevoj_dom_endemik/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Ольхонский район, бухта Мандархан , д.20, Куркут",Куркут,"
5400 ",,Бесплатный интернет; Парковка; Подходит для детей; Фитнес; Бар или ресторан; ,,,
77,Гостевой дом Family house,https://ostrovok.ru/hotel/russia/baykal/mid10016555/gostevoy_dom_family_house/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Таежная улица, 23, Ольхон",Ольхон,"
4426 ",,Спа-услуги; Разрешено с домашними животными; ,,,
78,Горячинск,https://ostrovok.ru/hotel/russia/baykal/mid8428314/baza_otdykha_goryachinsk/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Республика Бурятия, Прибайкальский район, с.Горячинск, ул.Придорожная 2а, Горячинск",Горячинск,"
3500 ",,Бесплатный интернет; Парковка; Подходит для детей; Бар или ресторан; Спа-услуги; ,,,
79,Гостевой дом Байкальские матрёшки,https://ostrovok.ru/hotel/russia/baykal/mid9996254/guest_house_bajkalskie_matryoshki/?guests=1&page=4&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Куликова, д.36А, Листвянка",Листвянка,"
5081 ",,Трансфер; Парковка; Подходит для детей; Кухня; ,,,
80,Гостевой Дом Маргобай,https://ostrovok.ru/hotel/russia/baykal/mid8735570/gostevoi_dom_margobai/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Березовый переулок, д.9, Байкальск",Байкальск,"
3200 ",,Бесплатный интернет; Трансфер; Парковка; Бар или ресторан; Конференц-зал; ,,,
81,Гостевой дом Надежда,https://ostrovok.ru/hotel/russia/baykal/mid10018262/gostevoy_dom_nadezhda_2/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Таёжная улица, д.10, Ольхон",Ольхон,"
4436 ",,Парковка; Спа-услуги; ,,,
82,Кемпинг Цветок под снегом,https://ostrovok.ru/hotel/russia/baykal/mid9999250/tsvetok_pod_snegom/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Переулок Олимпийский дом 2, Ольхон",Ольхон,"
1400 ",,,,,
83,Baikal Hill Residence (Байкал Хилл Резиденс),https://ostrovok.ru/hotel/russia/baykal/mid9990551/baikal_hill_residence_bajkal_hill_rezidens/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Горная, 21, Листвянка, Листвянка",Листвянка,"
9157 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Спа-услуги; ,,"Отель расположен на возвышенности, открывается отличный вид на Байкал, спускаться удобно и недалеко, нет шума дороги. Рядом частный сектор и поэтому тихо. Для релакса самое то. Прекрасные апартаменты, абсолютно все есть, матрас супер удобный, кухня тоже - все оборудовано. Единственное из минусов - подушки: высокие, без формы памяти, - у кого больной шейный отдел, может быть неудобно спать, но это индивидуальность конкретного человека, к номеру; ",
84,Отель Park Sagaan Morin,https://ostrovok.ru/hotel/russia/baykal/mid9091613/park_sagaan_morin_hotel/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Байкальская улица, 101, Сухая",Сухая,"
3900 ",,Бесплатный интернет; Парковка; Подходит для детей; Бассейн; Фитнес; ,,,
85,Гостевой Дом Байкал 1,https://ostrovok.ru/hotel/russia/baykal/mid6510729/baikal_1_guest_house_/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Улица Куликова, д.1, Листвянка",Листвянка,"
2705 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,6.0,,
86,Baikal Ersi,https://ostrovok.ru/hotel/russia/baykal/mid8727991/ersi/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"65 Chapaeva Street, Листвянка",Листвянка,"
6137 ",,Бесплатный интернет; Трансфер; Бар или ресторан; ,,,
87,Гостевой дом Байкал-кэмп,https://ostrovok.ru/hotel/russia/baykal/mid8742801/bajkalkemp/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Пушкина, д.15, Бугульдейка",Бугульдейка,"
3496 ",,Бесплатный интернет; Трансфер; Парковка; Бассейн; Спа-услуги; ,,,
88,LakesideBaikal,https://ostrovok.ru/hotel/russia/baykal/mid10014612/lakesidebaikal/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"пос. Харанцы, ул. Баданская, д.1, Ольхон",Ольхон,"
5079 ",,Бесплатный интернет; Парковка; Подходит для детей; ,,,
89,База отдыха Lake House,https://ostrovok.ru/hotel/russia/baykal/mid10009259/baza_otdyiha_lake_house/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"671273, Россия, Республика Бурятия, Прибайкальский район, п. Ярцы, д. 1а, Гремячинск",Гремячинск,"
1693 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,,,
90,Baikal Hotel,https://ostrovok.ru/hotel/russia/baykal/mid8670421/baikal_hotel_5/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"169 Gagarina Microdistrict, Байкальск",Байкальск,"
4983 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Фитнес; ,7.0,,
91,База отдыха Парк-отель Звездный,https://ostrovok.ru/hotel/russia/baykal/mid6742270/parkhotel_zvezdnyi/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Звездный проезд, Сухая",Сухая,"
2689 ",103.0,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,9.0,,
92,Gostinitsa Undina,https://ostrovok.ru/hotel/russia/baykal/mid9079103/gostinitsa_undina/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Ulitsa Kulikova,6, Листвянка",Листвянка,"
6254 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,,
93,Baikal View Hotel,https://ostrovok.ru/hotel/russia/baykal/mid7681558/baikal_view_hotel/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Российская, д. 17, Ольхон",Ольхон,"
10 302 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,,,
94,Эко-Отель Эдем,https://ostrovok.ru/hotel/russia/baykal/mid7899831/ekohotel_edem/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Чапаева, д.104а, Листвянка",Листвянка,"
6500 ",,Бесплатный интернет; Парковка; Подходит для детей; ,8.0,,
95,Гостевой дом Мухтуя,https://ostrovok.ru/hotel/russia/baykal/mid8712191/guest_house_muhtuya/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Мухтуя, Ольхон",Ольхон,"
2988 ",,Трансфер; Парковка; Подходит для детей; Спа-услуги; Разрешено с домашними животными; ,,"Жили в домике вчетвером. Всё отлично, в домике тепло, есть обогреватель, туалет, горячая вода, холодильник, посуда, плитка, чайник. Уютно. Территория ухоженная, с детской площадкой, мангальной зоной, беседками, среди лиственниц. На территории общий душ (душевая кабинка). Чисто везде Отлично встретили и разместили.; ","Это не имеет отношения к отелю, но последний километр дороги нам дался медленно и тяжело на седане.; "
96,Гостевой дом Жемчужина Ольхона,https://ostrovok.ru/hotel/russia/baykal/mid9990895/zhemchuzhina_olhona/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Лесная, д.25-2, Ольхон",Ольхон,"
2789 ",,,,,
97,байкал интурист,https://ostrovok.ru/hotel/russia/baykal/mid10002501/bajkal_inturist/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"иркутский район, рп Листвянка ул Академическая д11, Листвянка",Листвянка,"
4481 ",,Бесплатный интернет; Парковка; Кухня; ,,,
98,Алания,https://ostrovok.ru/hotel/russia/baykal/mid10003444/alaniya/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Суворова, 5В, Иркутск",Иркутск,"
3358 ",,Бесплатный интернет; Парковка; Подходит для детей; Бар или ресторан; Спа-услуги; ,,Недалеко от музея.; ,"Никакого завтрака там нет. Дверь с оторванным уплотнителем, двуспальная кровать из двух односпальных, в номере полы не вымыты. Грязненько. Посредственно.; "
99,Олимп,https://ostrovok.ru/hotel/russia/baykal/mid8752211/olymp_8/?guests=1&page=5&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"ул. Полиграфистов, 2б, корпус 1, Северобайкальск",Северобайкальск,"
4466 ",,Бесплатный интернет; Парковка; ,,,
100,Отель Баргузин,https://ostrovok.ru/hotel/russia/baykal/mid10012829/hotel_barguzin/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Ворошилова 23А, Ольхон",Ольхон,"
5369 ",,Трансфер; Парковка; Бар или ресторан; Спа-услуги; Кухня; ,,,
101,Гостевой дом Байкальское поместье,https://ostrovok.ru/hotel/russia/baykal/mid10017724/gostevoy_dom_baykalskoye_pomestye/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Никола, Листвянка",Листвянка,"
7619 ",,Бесплатный интернет; Парковка; Подходит для детей; Спа-услуги; Разрешено с домашними животными; ,,,
102,Гостиница ЛАДА,https://ostrovok.ru/hotel/russia/baykal/mid8878913/lada_8/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Иркутская область, посёлок Хужир, улица Таёжная 30, Ольхон",Ольхон,"
5595 ",,; ; ; ; ; ,,,
103,Гостевой дом Таёжная сказка,https://ostrovok.ru/hotel/russia/baykal/mid6572391/geurst_house_tayozhnaya_skazka/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Таежная улица, 17, Ольхон",Ольхон,"
4482 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Спа-услуги; ,6.0,,
104,Гостевой дом Порт Танхой,https://ostrovok.ru/hotel/russia/baykal/mid10004930/port_tanhoj/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Портовая, д.2, Танхой",Танхой,"
2988 ",276.0,Бесплатный интернет; Трансфер; Парковка; Спа-услуги; Кухня; ,,"Номер очень чистый. Постельное и полотенца отличные.; Номер очень чистый. Постельное и полотенца отличные.; Организация отеля: отдельно общая кухня, мануальная зона, баня с душем; ",
105,Апартаменты Baikal Hill Recidense,https://ostrovok.ru/hotel/russia/baykal/mid10053524/apartamenty_baikal_hill_recidense/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Горная улица, 21, Листвянка",Листвянка,"
8914 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; ,,,
106,Апартаменты Кудесница на Ольхоне,https://ostrovok.ru/hotel/russia/baykal/mid10007663/apartamentyi_kudesnitsa_na_olhone/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Байкальская улица, 48б, Ольхон",Ольхон,"
6185 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,,
107,База Отдыха Родные Берега,https://ostrovok.ru/hotel/russia/baykal/mid8510476/rodnyie_berega_hotel_2/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"местность Хужир-Нугэ, Сарма",Сарма,"
3420 ",,Трансфер; Парковка; Подходит для детей; Бассейн; Бар или ресторан; ,,,
108,У Лукоморья,https://ostrovok.ru/hotel/russia/baykal/mid10009441/u_lukomorya_4/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"58PH+HF, Ольхон",Ольхон,"
5773 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,,,
109,Панорама,https://ostrovok.ru/hotel/russia/baykal/mid6373746/panorama_guest_house_5/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Улица Прибайкальская, 6, Сахюрта, Ольхон",Ольхон,"
6321 ",,Бесплатный интернет; Парковка; Подходит для детей; Бар или ресторан; Спа-услуги; ,9.0,,
110,База Отдыха Байкал-Дар,https://ostrovok.ru/hotel/russia/baykal/mid6929980/baykaldar/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Малое Море, местность Шида, Ольхонский район, Ольхон",Ольхон,"
6071 ",88.0,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,,
111,Baikal Apartments,https://ostrovok.ru/hotel/russia/baykal/mid10011357/baikal_apartments/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Горная улица 20-51, Листвянка",Листвянка,"
9140 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Кухня; ,,,
112,Отель Флагман Ольхона,https://ostrovok.ru/hotel/russia/baykal/mid10019347/hotel_flagman_olkhona/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Молодёжная, 1, Ольхон",Ольхон,"
8659 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,,,
113,База отдыха Star of Baiakal,https://ostrovok.ru/hotel/russia/baykal/mid9999279/hotel_star_of_baiakal/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Горный переулок 2, Ольхон",Ольхон,"
5000 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; ,,,
114,Дом с видом на Байкал и горы,https://ostrovok.ru/hotel/russia/baykal/mid10017729/house_with_view_baykal_and_mountains/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Новосёлов, д.12, Ольхон",Ольхон,"
5292 ",,Парковка; Разрешено с домашними животными; Кухня; ,,,
115,Гостиный Двор Азатей,https://ostrovok.ru/hotel/russia/baykal/mid7901345/azatey_guest_house/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Победы, д.10, Ольхон",Ольхон,"
5378 ",,Бесплатный интернет; Трансфер; Подходит для детей; Бар или ресторан; Спа-услуги; ,2.0,,
116,Гостевой дом Байгал-далай,https://ostrovok.ru/hotel/russia/baykal/mid10012507/baigaldalai_guest_house/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Байкальская, д.5, Усть-Баргузин",Усть-Баргузин,"
2240 ",,Трансфер; Парковка; Подходит для детей; Разрешено с домашними животными; ,10.0,"Красивое место, гостеприимный приветливый хозяин, может организовать экскурсию. Мои наилучшие рекомендации!; ",
117,Гостевой дом Адмирал,https://ostrovok.ru/hotel/russia/baykal/mid10010397/admiral_guest_house_9/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Академика Обручева, д.12, Ольхон",Ольхон,"
7216 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,,
118,Центр отдыха Да-ши,https://ostrovok.ru/hotel/russia/baykal/mid8138887/tsentr_otdykha_dashi/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"залив Хужир-Нуга, Ольхон",Ольхон,"
8500 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,8.0,,
119,Гостевой Дом Снежные Гуси,https://ostrovok.ru/hotel/russia/baykal/mid10005411/zagorodnyij_klub_snezhnyie_gusi/?guests=1&page=7&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Трактовая улица, 33, Слюдянка",Слюдянка,"
7469 ",,Бесплатный интернет; Трансфер; Парковка; Бар или ресторан; Спа-услуги; ,,,
120,Отель Байкал Park,https://ostrovok.ru/hotel/russia/baykal/mid9764064/bajkal_park_hotel/?guests=1&page=8&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"п Максимиха, ул Опытная, 1, Максимиха",Максимиха,"
4481 ",,Бесплатный интернет; Парковка; Подходит для детей; Бар или ресторан; Конференц-зал; ,9.0,,
